customer_id,customer_name,review_head,review_body,review_date,ratings
customer_review-R28Y9C17TCPM21,Krishna,Better if 300 mm lens also given,better lens also given,17-02-2019,5
customer_review-R3JPR6L9UC3WI1,Ajay Verma,Not so much happy after spending my 4time salary,much happy spending 4time salary,04-11-2019,3
customer_review-RI1IVR1Q6UVOM,ajay kawar anavigya,Awesome camera... Go for ir,beginner photography hope best indeed good product,05-08-2018,4
customer_review-R1MQ9T2L63WTDI,shivendra singh,Good for entry level.,product good prise little highflash capture small range,30-06-2019,4
customer_review-R3SO4XQDXCZMM,kalyankumar,Good picture quality,basic dslr good learning photography recommended professionals,21-11-2018,4
customer_review-RDV1ACJ7VWIAJ,MR TAPAN MUKHERJEE,EXCELLENT CAMERA NIKON D5300,excellent amazon dealer service price happy,22-10-2018,5
customer_review-R5XHFE326RT1R,virendra v jadhav,Value for money,nice pics,30-06-2019,5
customer_review-RE44O5REMQBGZ,Amazon Customer,Owner Proud😊,chance confusion begginers specifications pic quality features adorable,26-10-2018,4
customer_review-R2KB5BEZWN6IN4,Ajay35sharma,Happy,good,10-01-2019,5
customer_review-RW65KOVMGFKX1,Koushik,Genuine product,100 genuine product necessary accessories,16-11-2018,5
customer_review-R2U5N0ADZA3YY1,MANISH,Good,better others price range auto focus issue making videos otherwise perfect,14-11-2018,5
customer_review-R1FUUCW76OYH07,Atun,Nice,good,25-10-2019,5
customer_review-R2H9PAC8HDVDGS,Gaurav Saini,awesome product,nice camera,16-11-2018,5
customer_review-RFX93RRQ5WH2Q,Maohar Nagre,Awesome,picture quality really goodhappy shifting canon nikon,23-12-2018,5
customer_review-R1AU6NYHOHI2X6,chanchal,Product and service is good.,would say item packaging good expected seller genuine overall,17-10-2018,4
customer_review-R1G9ZBK1LKHFG0,Saumya,awesome,awesome beginners,17-09-2018,5
customer_review-RKHG4NXXKFM1B,Sachin Sreekumar,Five Stars,works awesome,21-08-2018,5
customer_review-R2VPTY2XJTXGR5,Raunak Milton,Did not receive the full items,havent received camera bag sd card item giving low reviews delivered items promised,17-10-2018,3
customer_review-R3KRUN4UHY8M5W,MADHU M.,"BEGINNER,GO WITH IT........",nikon d5300 good cameraiam writing review 10 months use picture quality good,03-03-2018,5
customer_review-R3RNHA7GZRYHPK,Vipin Sankar,Five Stars,nice one,15-10-2018,5
customer_review-ROVKVXOE5IB0D,aditya p.,Love u Nikon,best camera,11-02-2019,5
customer_review-R2RS0P22EJXXHM,moloy,Good,awesome quality good beginnerspicture quality good,18-06-2019,5
customer_review-RZAHCOPPCHVG,Amazon Customer,Best dslr for beginners,one best camera beginners pictures quality great go,24-07-2019,5
customer_review-R4LODB9YJTMQX,Jaya,Good,value money product,04-06-2019,5
customer_review-R3BWDVSAM5B3DM,Nish,Good Camera,overall good still learning features,02-02-2019,4
customer_review-R1N9F8DEP2OJY3,phaneendra,Four Stars,best entry level dslr,20-11-2017,4
customer_review-RV69QVQRM6G5D,Amazon Customer,i just love my Nikon D5300 DSLR,love nikon d5300 dslr like family member every kind tripall pics amazingly captured camera,27-08-2018,5
customer_review-R3ZFQU31TPNZM,Anil Vohra,Excellent product and very satisfied after use,excellent product satisfied use top quality worlds best camera professional hobby purposes seller efficent delivery fast packing safe secured thanks amazonin,02-05-2015,5
customer_review-RBXLLAMCIIU9H,Milind Tendulkar,Worth!..,good original product,06-06-2018,5
customer_review-R3UWP034MORX8A,pritam patel,Good product,nice 1,24-09-2018,5
customer_review-R3FMSB4U10KKV,Balachandra Poddar,quality,liked,25-01-2019,5
customer_review-R24WSYU6468CNW,Jay,Wonderful purchase of my long term wish!,wonderful productquick delivery amazon everything expected go guys,05-07-2019,5
customer_review-R23NZ1XY5HEGX2,Amazon Customer,"As expected, on time and well packaged.",received time well packaged without defect items mentioned,26-04-2019,5
customer_review-R18NANY3XY3WZ6,Suraj,Awesome Picture quality,picture quality great great job low light condition,07-01-2019,5
customer_review-R1WED0C0U7C73R,Anushree Sen Biswas,Prompt delivery,super like,20-10-2018,5
customer_review-R2UPKBIM8BGV04,pavan choudhary,worth buying it,amazing picture quality,15-10-2019,5
customer_review-R238ASTQG4WDA6,Anindya,Nice DSLR for beginners,really nice dslr beginners start photography journey camera,30-10-2018,5
customer_review-R3RXWT0IN1I5UO,Anshu,best entry level slr,best entry level slr buy additional lense though 1855 mm lense basic lensebuy least 35 mm f 18g lene,27-12-2014,5
customer_review-R3L4GPCWWQ3KU9,Vikrant V Chafekar,Five Stars,good camera even beginner would recommend,14-01-2018,5
customer_review-R1XKLQ9FWDJ0CP,SANJAY RAVAL,Five Stars,good must recommended 100 fulfil requirement 100,27-05-2018,5
customer_review-R27O8VXBOH5OYZ,Mohan Chandra Das,PLEASE NOTE THE DVD SENT WITH THE PACK IS NOT WORKING.,please note dvd sent pack working please send one dvd testing works,28-08-2019,3
customer_review-R12472TD8ZFITB,avijit mondal,Five Stars,2 words pure indulgence,16-07-2017,5
customer_review-R2UUS6YY40879K,Rajeev Bhadauria,Nice,nice camera,19-06-2019,5
customer_review-RORTO5L4MV6JJ,manotosh shil,Nice item as described,like,23-10-2018,5
customer_review-R9OTWDAM70OBS,MUNVAR,Very good,nice camera,22-03-2019,5
customer_review-R2XZPTZMHYAKLB,shantanu roy biswas,Four Stars,made thailand product,14-04-2018,4
customer_review-R4T8LKRQZJ5JS,maanas mishra,Five Stars,good camera good picture quality,25-01-2018,5
customer_review-R3MET75FXJ9P9,Rahul,Great experience,2 months great experience beauty allowed see capture world beautiful way best buy,16-03-2019,5
customer_review-RJ8O1PVIXK7Z5,Kunal Damare,Worth and motivational,superb good one beginners,29-01-2019,5
customer_review-R1P7F0QBE0ZFLS,Amazon Customer,Happy to have this cam in my list,buy nikon stops manufacturing value money nikon always best,09-12-2018,5
customer_review-R3C0JYH2J51C9L,Kamal Singh Bisht,Exquisite,like camera overall,26-04-2019,4
customer_review-R2CA081HV6L1GZ,Md Khaja Mohiddin,Love this item,love item,16-12-2018,5
customer_review-RADQGDISVFYKT,Arvash,great product,perfect,01-11-2018,5
customer_review-R281QOMNMWIN1L,Viju,Nikon 5300 D,good item ive ever purchased line,23-12-2018,5
customer_review-R3OSZM985Z3FFU,Kranthi K.,Quality product,timely delivery nice camera pictures clean lot features need discovered definitely worth money,29-08-2016,5
customer_review-R26HHJ3973DZZ1,BISWADEEP Borthakur,Great pro,best beginners,01-12-2018,5
customer_review-R2X1JM8LJA0E52,Soumya nath,Good,good,08-07-2019,5
customer_review-R3W12MMM0NPFZ5,Naresh B,Bag quality,bag quality bad,01-08-2018,3
customer_review-R1BJZCY218SY4H,Bhaskara Enterprises,good,like product,31-10-2019,5
customer_review-R1HI90563TWUY2,Amazon Customer,Thanks to seller.. Appario private limited,excellent received extra lee cooper bag well part nikon offer nothing missed box,23-01-2019,5
customer_review-R2OJOAP2Y8L7KG,Ama,Minus 5 stars.,poor product dont buy,21-09-2018,3
customer_review-R2SBCT9EN22BG,Arvind,Dublicate Camera Bag,overall product good would givin 5 star product bag received completely dublicate,16-10-2018,2
customer_review-R29V66WSKUX7EF,Prajeesh,Good dslr camera,good one,16-06-2019,5
customer_review-REN5RPSJYBS2D,Sanjay D.,The picture quality of this camera is amazing which is the reason why I like it very ...,picture quality camera amazing reason like much first dslr camera think begginers best product camera came 1855mm lens one go higher range get full satisfaction,10-06-2015,5
customer_review-R3TQDHFIPHLMRM,ajay,amazing photo quality.,bought last year amazon rs42 thousand something price gone reason best dslr home nurturing photographers forget wifi advantage,17-05-2015,5
customer_review-R1LK7EPTZ6NUOY,arun shikhare,Best camera,really good 1st time user dslr try best camera,04-12-2019,5
customer_review-R3VE6NJ96SK8BV,S. Lalitkumar,A very good D SLR at this price and have a feel ...,good slr price feel professional camera much better results camera level like canon d700,04-06-2015,4
customer_review-R2CHLWTTZ5AZ9Z,Shabana Siddique,Outstanding,nice product,07-01-2019,5
customer_review-RIJN4Q4812FGE,Amazon Customer,Liking it,battery life satisfactory picture quality good enough,21-09-2018,4
customer_review-RSOB686ORMAC7,Abdul,Not at all value for money,price tooooooo high,06-02-2019,1
customer_review-R3K2EMTYZGFZNY,Sri Nandish,Best camera at an affordable price,picture quality good af points image best,29-01-2019,5
customer_review-R2YVIQLBNLWCQO,Srikar S S,Five Stars,say best buy far delivery packaging everything great,28-01-2016,5
customer_review-R2N6XCZSL0VRNE,FelixPaveiVemai,Battery made in China,camera made thailand great except battery made china image quality great,14-04-2019,5
customer_review-R394B61PGEFQ4Z,TATO ZIRDO,Five Stars,happy product always great service amazon,17-04-2018,5
customer_review-R31ITTPPQH8LPU,mohan longwani,very good and useful product,03 days use seems good,18-02-2019,4
customer_review-R2684LN34E4ITR,Babu,Five Stars,excellent,04-05-2018,5
customer_review-R3M521TVAO6F46,Ritesh Kumar,Superb pic quality and very good for learner and intermediate photography,must product superb pic quality good learner intermediate photography lovers,21-02-2016,5
customer_review-RD0IKQXFLN8VC,Manish Baraiya,Go for it,wow dis price sagmant,09-10-2019,5
customer_review-R1YJUGOD74M62O,Ramanth kadali,Genuine product from amazon with warranry,nice product beginners professionals also thnks amazon giving genuine product,01-04-2019,5
customer_review-ROBUIT673I89U,Akshat Mehta,just love it,nice product nice package done amazon,06-05-2019,5
customer_review-RLDDQLQHAQUFN,Muthukumar,For beginners best one for price and quality,used one month easy use battery good picture quality nice,09-11-2018,5
customer_review-R2LX3PZHKY8M90,Shiv Chaudhary,Best under 35000,great product 35000 beginners abd pro already know d5300,08-03-2019,5
customer_review-R4JIGPF6J88WZ,chirag shakya,Perfect camera for beginners,perfect camera beginners compared lots dslrs finally came buy one prise worth,20-05-2018,5
customer_review-R111YYXB99GEJ1,Kr_nishant,Nice,nice,06-07-2019,5
customer_review-RUI4FX5H1DDVG,ROHIT sharma,Product is good and delivery on time,nice product quality awesome delivery time seller nice,29-11-2019,5
customer_review-R3OK9W6Y3H6HDP,Pallabi,Not for hobbyists,heavy confusing cumbersome someone whos using nikon p600 past 5 years,10-05-2019,2
customer_review-R2XEEZI31VKFDR,Amazon Customer,Excellent,good beginners,11-06-2019,5
customer_review-R17Y88P3QGPTEF,Ravindra kumar,Ok,good dslr beginner level,19-06-2019,4
customer_review-R1V8887H5PHIKR,Ravinder,"Not satisfactory, SD card is missing",memory card camera please look matter immediately,05-10-2019,2
customer_review-R3UCKA5WD4WHHF,venky,Best,best,10-07-2019,5
customer_review-RC70239CVR4BR,PANDURANGA VITTAL K,Five Stars,good product felt finish elegant,01-09-2016,5
customer_review-R22L231RD74RC7,Satnam Chohan,Five Stars,say wow,28-10-2017,5
customer_review-R2PG9UT03TVXC2,Abhishek gupta,Excellent product with poor battery performance,excellent product battery performance upto mark free bag also good also wifi connectivity fast,12-02-2018,4
customer_review-R2JU97UPM295Y7,saurabh kumar,value for money,happy product,24-01-2019,5
customer_review-RJKY5D2KC3XRW,Monisha S,Five Stars,best class,26-04-2018,5
customer_review-R2ZPW0IMUYUJ2L,Amazon Customer,Good,good one,23-07-2018,5
customer_review-R37PXD3OP8UE8K,INDRANIL BISWAS,Worth it.,battery life goodotherwise good product,13-01-2019,4
customer_review-RBQWMVSGXWHBN,Roshan,Excellent product,good product,11-09-2019,5
customer_review-R39ENVWCI83V8H,Sudhanshu mishra,A nice camera to buy,good camera starter photographer,26-06-2019,5
customer_review-R2OATDAJHE3J77,TARINI SHANKAR TRIPATHY,Easy to use.,excellent camera functionality easy,06-10-2018,5
customer_review-R2ZO7P1VI89XHL,Gobinath G R,Nikon d3500,give clear photos without disturbance,08-11-2019,5
customer_review-R2DW1PI1CSP3FZ,Amazon Customer,Excellent camera,taken great photos camera,19-10-2018,5
customer_review-RZR4AENR7HET,Amazon Customer,Poor quality battery charger,charger workingi charged than5 6 times,01-09-2018,2
